來源網站,集團,品牌,標題,店家地址,評論標題,發布時間,文章內容,評分,Lat,Lon
Tripadvisor,王品,和牛涮,台北忠孝東店,台北市大安區忠孝東路四段128號,炙燒和牛壽司跟鯛魚燒出乎意料好吃／和牛涮日式鍋物放題,2021/3/31,炙燒和牛壽司跟鯛魚燒出乎意料好吃／和牛涮日式鍋物放題（台北忠孝東店）在友人的魅（一ㄣ/）力（ㄨㄟ）之下，臨時起意成團的和牛涮日式鍋物放題（下稱和牛涮）雖然從午餐變成下午茶，但「人帥真好」就連候位都也差別，也無怪有些人對外表有近乎執念的追求……和牛涮有三個價位，最高價的那個是738+10%，肉類除了美國雪花和牛跟霜降和牛（...還有安格斯雪花牛、安格斯霜降牛、國產脆皮豬五花、梅花豬和國產氣冷雞腿肉）無限供應之外，再加上配菜台、極上和牛黑咖哩（請稍微注意一下馬鈴薯跟極上和牛的差別，我看到不少人很努力地撈到回座位會覺得扼腕的食材……）、甜點跟飲料，就連炙燒和牛壽司跟鯛魚燒也是吃到飽；再加上是王品集團那種服務方式，所以如果是哪種喜歡吃到飽的朋友，應該會喜歡這裡。（對了，某些鍋底要加價，但菜單跟店員都會提醒客人「這要加價」，所以不用擔心。）如同標題所言，炙燒和牛壽司跟鯛魚燒出乎我意料的好吃！！！（是用了三個驚嘆號的出乎意料）雖然是機器壓出來的飯，但搭上那片厚度熟度油脂都算恰到好處的炙燒和牛，再配合一兩朵蔥花的香氣，對我來說鋒頭甚至比鍋物本身更甚。那個鯛魚燒表皮微脆沒有內餡，口感飽滿扎實，建議用霜淇淋把鯛魚那張納百川成其大的嘴給填滿，那冰冰涼涼香香甜甜的滋味，相當迷人，我好想吃了三條吧。（撫肚）#伊萊一直來 #伊萊一直吃 #台北 #taipei #和牛涮日式鍋物放題 #和牛涮 #炙燒和牛壽司 #鯛魚燒 #wagyu #taiyaki更多,5,25.0413271,121.5481611
Tripadvisor,王品,和牛涮,台北忠孝東店,台中市北屯區文心路四段601號,王品餐飲的連鎖品牌,2020/10/11,不容易訂位的日式鍋物吃到飽餐廳，因為王品餐飲集團下的品牌，有著一定的餐飲及服務水準，用料實在且好吃，會想再造訪。,5,24.1724479,120.684973
Tripadvisor,王品,和牛涮,台中文心崇德店,台中市北屯區文心路四段601號,吃到飽的火鍋餐廳,2021/2/19,這家去年12月才開幕的餐廳位在台中北屯區崇德文心捷運站出口交通方便旁邊有地下停車場停車方便（非特約停車場）是王品餐飲集團旗下新品牌主打和牛火鍋吃到飽我們點了「安格斯套餐」鴛鴦鍋湯底干貝昆布鍋底不錯麻辣鍋底普通牛肉豬肉無限供應肉質都很鮮甜美味切的非常薄真的涮五秒就好好吃其他蔬菜、菇類或丸類火鍋料品項豐富也都在水準之...上餐後的冰淇淋也很棒整體的用餐感覺很不錯難怪開幕到現在幾乎每天客滿??更多,4,24.1724479,120.684973
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,烤鴨超好吃！,2020/6/27,我們提早到，服務人員親切讓我們先進去，餐點美味，尤其是烤鴨必點，小小不足的是有小果蠅一直飛來飛去，但整體來說非常滿意,4,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,不錯,2020/6/26,整體ＣＰ值高，值得再訪！食物好吃，服務很好。不過餐廳氛圍有點吵雜，可能因為都是家庭聚餐或是餐桌距離都太近，如果能再改善這點會更好！,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,值得再訪,2020/6/22,此次與家人一同用餐，點了四人份套餐，烤鴨非常美味，另外其他菜色也很出色，家人用餐後皆讚不絕口，服務也非常親切到位，肯定會再次造訪用餐。,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,家庭生日聚餐,2020/6/21,整體環境還算寬敞；上菜速度快，服務態度滿好的；某些菜口味偏鹹，烤鴨皮脆非常好吃，加上百香果沾醬口味很特別最後還有送上壽星小點心，很不錯的用餐體驗,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,生日慶祝聚餐,2020/6/17,因為上月吃了頤宮的片皮鴨，難免會拿來作比較，而事實上也的確一分錢一分貨，享鴨的鴨肉偏油，容易膩，所以整體吃下來覺得普通，加點限量的焦糖慢烤松阪豬是冷的，肉類冷食吃不習慣。,4,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,非常棒的餐廳,2020/6/7,服務非常周到份量足夠烤鴨非常棒 上桌還是熱的服務人員很親切鴨皮沾糖簡直棒到不行非常推兩人套餐加價的鴨粥,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,舒適的用餐環境,2020/5/30,這次是與朋友一同前往用餐，環境很適合聚會可以聊天，上菜的速度很快，菜色很好吃也很特別，適合家庭聚會也適合同事聚會。服務人員態度很好。,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,好吃,2020/5/28,鴨肉鮮嫩多汁，桌邊現切鴨肉，菜色豐富，種類繁多，很多創新料理，服務人員服務周到，座位旁邊天花板漏水，立刻幫我們更換座位，東西也很好吃_,5,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,好吃,2020/5/20,整體非常好吃，唯有怕海鮮味的先生在吃了翡翠羹的時候受不了蝦味濃厚的羹湯，其他人都很喜歡XD 生日送的禮品是壽桃，不是普遍蛋糕XDDD,4,25.041307,25.041307
Tripadvisor,王品,享鴨,台北忠孝東店,台北市大安區忠孝東路四段128號2樓,CP值高,2020/5/17,第二次造訪，食物很美味，份量也很足夠，原本以為2人套餐品項不多會不夠吃，沒想到吃得超飽的，而且服務人員很親切，值得推薦,5,25.041307,25.041307
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,無,2020/6/10,覺得湯沒以前好，餐點也沒比以前豐富，感覺餐費提高餐點內容變差，總體覺得還是早期的套餐式划算而且也比較好吃且餐點豐富！,3,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,食材很不錯，防疫也做的不錯！,2020/6/5,帶小2兒子去慶生，點了3人餐及肉蛋糕，2大2小吃剛剛好，服務人員親切的烤肉教學，爐火不會太焰，大童也能自己操作喔，還會想再去,4,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,親子友善的用餐環境,2020/5/30,這次我們四大四小去用餐，服務態度很好，環境也很親子友善。餐點大致上都不錯，食材新鮮。美中不足的是飲料部分以氣泡居多，其他還算滿意。,4,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,美味,2020/5/28,餐點美味，服務人員熱情，烤網更換頻繁，墨西哥薄餅意外好吃餒_可能是太好吃了所以覺得肉可以再多ㄧ點下次再帶朋友來,5,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,服務依舊好，食材縮水不少。,2020/5/23,點了鑽切牛套餐，先不論飲料不能續了、飯類也不能升級海鮮粥，只剩一開始只有幾片的生菜可以續，續兩次生菜，第一次來四片、第二次來三片，很怕人吃。鑽切牛有粗筋、沒修掉佔重量、非常難咬、等級不高的部位。牛肉火山加上乾冰看起來很酷炫，其實只是遠古時代刷花旗卡拿來送的便宜牛腹肉對切，分量很少。接下來就雞豬盤，也是沒幾塊。草蝦兩尾、干貝兩顆。...還有一壺湯、一盤小沙拉。原價1800多的套餐划不划算就見仁見智更多,3,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,第一次吃原燒,2020/4/8,之前都一直想吃原燒但種種很多不同因素而沒吃到終於這次托了我女友跟她閨蜜的福可以吃到原燒首先真的要說王品集團餐廳的服務人員都很熱心也很有耐心的介紹與解答客人所提出的疑問再來食材部份不管是擺盤跟品質都是沒話說的我個人只是覺得比較可惜的是他們的配菜也就是蔥、洋蔥和泡菜這三種不能續點其他的部份就都很好,5,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,超乎想像,2020/4/4,以前沒吃過原燒，印象中這間餐廳評價普通，這次完食後直接刷新我的既定印象，點了雙人套餐，份量十足，還差點多到吃不完，肉品只有兩樣較差，其餘的肉質很ok，整體的cp值很高，雖然在疫情期間，但該做的防疫動作也沒有少！服務人員也很貼心，用餐目的是慶生，個人太害羞婉拒拍照，但事後有後悔沒合照留念__,4,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,CP值高且品質穩定的好去處,2020/4/4,燒肉品質比X杯同價格帶的肉質好，套餐搭配與無限供應的生菜搭配蔥與蘿蔔片可以幫助解膩，用餐空間乾淨親子友善的用餐空間，讓爸媽們會想再次光臨,5,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,非常愉快的用餐經驗,2020/3/18,服務人員都會非常注意烤網是不是需要更換，也會主動告知食材烹烤方式，服務非常好，是一個令人愉悅的用餐經驗，環境也很好！,5,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北林森北店,台北市中山區林森北路123號2樓,吃平價燒肉的好地方,2020/3/18,帶著想吃燒肉的老公一起到店內用餐，點的是雙人好牛套餐，覺得湯品及套餐肉品真的都不錯唷__好吃。但我們加點的玫瑰牛舌有些腥味 加上很厚所以蠻怕的。建議點套餐就好…,4,25.0508468,121.525192
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,服務需再加強,2019/12/5,服務需再加強 服務生問都不問就把還在用的沙拉醬收走雖然主管有來致歉 但我覺得近幾年的王品集團餐廳退步真的很多...,3,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,聚餐的好地方,2019/11/22,從沙拉或湯品或泡飯或主餐或甜品等餐點都美味好吃，服務也不錯，停車也方便，加入原燒會員，結婚或生日都有額外贈餐點很貼心。,5,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,普通,2019/11/17,這次去點了雙人全牛套餐覺得牛肉不好吃 很像吃到飽的廉價肉豬肉反而比較好吃這次後我吃原燒的意願變得不大了,3,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,原燒原燒~原味發燒,2019/11/6,原燒服務至上，盡善盡美，肉質精選，原味好吃，沾醬特調，更上巔峰，親切桌邊，令人激賞，餐點完美，食材清甜，再次回味，必定再訪。,5,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,很不錯的慶生地點,2019/11/5,空間廣敞，帶小寶貝去還有提供免費的豬肉丼，生日憑會員app送松阪豬肉及慶生烤布丁，還有更棒的家庭合照!! 王品集團的服務人員一直以來都是很親切,5,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,友善的用餐環境~,2019/10/28,服務很好.隨時都會注意到客人的需求.勤換烤網.會一直幫忙關注爐火大小.與食材的熟度.很棒的用餐體驗.想吃燒肉.一定會再前往.,5,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,用餐心得,2019/10/17,服務人員態度良好，餐點不錯，用餐氣氛很好，可惜京華城即將關閉，台北的原燒越來越少，之後的地點會在哪裡，是否還有機會到原燒用餐,4,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,原燒京華城店家庭聚會慶生,2019/10/16,懷著全家人歡聚的愉悅心情趁京華城還在時幫老公慶生，並彌補中秋未烤肉的癮。一入座，便暗叫不妙：後座是一對年輕夫婦帶3位約2~3歲的小孩，果然全部用餐大約有2/3時間是3個小孩的不耐尖叫聲及其父親的嘶吼聲，甚或覺得大人的吼叫聲比小孩的尖叫聲更無法忍受，隨時接收到同區域其他客人的同情眼光，送甜點時服務人員在小孩尖叫聲中致歉：抱歉讓你們...在這種環境中用餐。建議在接受訂位排座或帶位時（當天未滿場）適當的調開特殊客戶和其他用餐者的距離，我們會用餐的更愉！畢竟我們都曾經歷帶小孩用餐的經驗，能體諒小孩的不可控，但這次的用餐受影響時間太長了，不太舒服。更多,4,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,好吃,2019/10/14,相當好吃的燒肉點，餐點份量多，店內提供單點或是套餐，可以依照人數及食量做選擇。店員服務態度佳，缺點是價格偏高。,5,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,台北京華城店,台北市松山區八德路四段138號8樓,吵雜的用餐環境,2019/10/14,燒肉環境排煙系統設計不良，牛肉太肥油花一燒烤全冒白煙，大部份為親子用餐，隔壁桌幼兒大哭大鬧敲盤子地上爬等，食物灑滿地有點誇張。,3,25.0482367,121.5620612
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,聚餐,2020/9/25,店員很熱心服務，非常主動也很勤勞的為我們更換烤網，餐點上的速度很快。 四人位空間很大，食材也都不錯，尤其是在保溫方面，很棒的體驗!下次還會在前來用餐,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,超趕,2020/6/21,大家沙拉才吃到一半，就已經上湯，大家的湯喝不到一半，肉盤就上滿滿了，讓桌子非常擁擠，害我們得趕快把盤子清空給店員。想慢慢的吃飯聊天，結果有一直被趕著吃的感覺。希望可以看一下客人的吃飯速速再上菜，謝謝,3,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,原燒新店民權店,2020/5/25,"員工服務整體壤人感覺良好,很細心體貼,餐點品質也良好,配菜主餐湯品甜點全部都很美味,店內的氣氛也還不錯,適合和家人朋友聚餐",5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,服務態度佳,2020/4/25,店員很熱心服務，非常主動也很勤勞的為我們更換烤網，餐點上的速度很快。兩人坐四人位空間很大，除了位置在出風口很冷之外其他都是很棒的體驗!下次還會在前來用餐__,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,用餐體驗分享,2020/4/13,我們家很喜歡去原燒用餐~~~CP值很高~~吃得飽~~~環境好~~~服務好~~氣氛也不錯~~~尤其是對小孩很友善~~~會提供免費的兒童餐給小孩使用~~~所以大人小孩都可以吃得非常滿足~~非常開心~~,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,食物好吃,2020/4/6,生日送的烤佈雷 很好吃擺盤也很好看飲品 也很適合搭配烤肉吃（蠻解膩的缺點 小菜不能續，只有生菜及飲料能續唯一美中不足,4,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,份量少服務普通,2020/4/5,說飯不夠有味道，很淡，服務人員回我可以加鹽巴，這不是我認識的王品集團，而且以前印象是份量很充足，這次吃完超沒飽足感不知道在幹嘛,2,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,不錯的用餐體驗,2020/2/29,這次是去新店大坪林的原燒用餐。整體來說評價不錯。出餐速度快，餐點品質優量。服務人員貼心。餐廳的環境座位氣芬好。良好的用餐體驗。,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,好吃,2020/2/29,這次吃的是兩份單人牛肉套餐，光是看品項會覺得有點單調餐點有點少，但是沒想到吃完覺得很飽，建議吃完覺得不夠再加點,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,新店民權店,新北市新店區民權路86號2樓,原燒-民權店,2020/2/23,當天幫朋友慶生，店裡氣氛不錯，不會太吵，東西也不錯吃，當天是選兩人牛豬套餐，油脂夠，肉也算嫩，干貝很好吃，可惜只有兩個，整體肉質不錯,5,24.9830938,121.5373325
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,原燒,2021/3/9,服務人員態度棒、上菜速度快、值得下次聚餐最佳餐廳推薦首選、更棒是還有周邊服務喔！！甜點跟主餐分開用餐、這樣就不會外面等候時間過長。,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,原燒,2020/11/2,整體來說很好吃，不過進去的時候店員有點尷尬的臉，好像太早去的表情，不過沒關係啦，後面吃的蠻開心的，餐點都不錯喔！,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,極品和牛套餐,2020/6/20,菜單已更換，取消了牛舌，豬雞等食材，牛肋條吃起來有股牛騷味，也是本次用餐唯一一道沒吃完的菜餚，食量大的人，份量可能會稍嫌不足。,3,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,值得再次造訪,2020/4/6,因為離家近所以還蠻常造訪，雖然因為疫情關係顧客較少，服務依然很棒會關心烤網更換，有沒有吃飽及餐點有沒有問題合不合胃口，服務沒有打折，值得再次回訪。,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,原燒三重店,2020/3/13,整個環境看起來有重新裝潢過，感覺很舒服，肉品品質還是不錯，服務也都很好，只是可惜那_的消費無法用來抵銷停車費。,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,值得來吃,2020/3/3,優質的燒肉品質，雖然貴一點，但分量很充足，肉質油花都是很均勻的品質也很好，吃燒肉也可以很文青，甜點也很高級，空間很舒服，絕對會再訪的燒肉店,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,生日慶生,2020/2/26,整體感覺非常良好，服務人員很熱心貼切，雙人烤肉套餐還不錯，肉肉好吃，菜菜也好吃，小菜也是很讚，甜點也很棒棒，敲好吃,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,慶祝節日就是要吃原燒,2020/2/26,之前已經在不同分店用餐過對原燒的印象一直都很好，也不用擔心口味差異服務品質、餐點、用餐環境不論在哪間分店都很滿意,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,環境乾淨,2020/2/12,環境乾淨，餐點特別，套餐式可多人分享，熱熱的雞湯好喝，白飯可換石鍋拌飯，生菜無限供應，包肉加配菜好吃清爽，會再次光顧,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,三重龍門店,新北市三重區龍門路6之1號4樓,一切都很棒,2020/2/7,服務很好，態度親切，會注意到需求相當的貼心環境舒適，佈置有別於其他間分店，氣氛加分很多湯品鮮甜，一碗接一碗，原本沒有很愛吃沙拉，但這裡生菜很新鮮搭配胡麻醬也很清爽，燒烤沾醬獨特，搭配肉整體味道提升不少來這邊聚餐慶生是很棒的選擇，下次還會想要再訪,5,25.0713335,121.4947579
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,退步很多,2020/7/9,每個品項的種類好像都比以前少，餐點cp值不高，肉的品質下降很多，餐廳像是另外搭建的鐵皮屋，舊舊的，廁所是要用外面跟幼兒園公用。服務人員很忙碌，有時候會等久一點點,2,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,訂位原燒吃午餐,2020/6/30,用此網路訂位方便準確，餐廳也會來電再次確認訂位有無異動，此次用餐是很愉快，餐廳的服務也很好，餐點好吃，只是廁所間數有點少。,5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,訂位處理.點餐服務,2020/6/15,這次去用餐遇到有在線上使用Eztable訂位，現場服務生說是人員疏失而沒有抄訂到我的訂位。服務生當下馬上幫我們處理現場座位給我們，雖然也是等了半個小時才進場， 也做了免服務費和折扣優惠，這樣的處理方式是可以接受的。後續用餐過程中加點了一份泡菜遲遲沒有送上，跟兩個服務生說都沒送來，最後我走出去跟外面的服務生才給我們送上來，要續杯...飲料也找不到人可以幫忙，不然就是叫了沒有聽到。更多,4,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,原燒-新莊中正店,2020/5/19,在2020年05月16日去到了原燒-新莊中正店用餐提前慶祝520去到餐廳服務員很熱心地為我們介紹甚至還教導我們如何去烤這些肉片不管是  食材 服務 氣氛 都是樣樣好下次還有機會會再度光臨,5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,適合家族聚餐,2020/5/18,"新莊中正路店家很貼心還有幫忙拍照,以及幫忙慶生唱生日快歌,另外隨時更換烤盤以及補充飲料,和清理吃剩空盤感覺很用心",5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,回憶比較美,2020/4/12,大概6年前曾來消費那時對原燒的映像  每樣食物也太好吃服務人員訓練有素而且服務周到但時隔六年   燒肉依舊美味但服務卻讓人大失所望   需不斷提醒遺漏餐點才能拿到食物走忘了又忘的路線上桌時也是毛毛躁躁  掉東掉西大大破壞了用餐氣氛,4,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,服務好，食物普通,2020/3/12,用餐環境中等優良，職員服務也算優良，餐點的套餐內容與之前比起來都沒有進步，食材方面也很普通，吃起來沒有驚艷感，餐廳的客源不知為何都是帶小朋友的小家庭。,4,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,原燒生日聚餐,2020/3/9,朋友生日聚餐，在網路上使用EZTABLE事先預定了原燒的【優質原味套餐】，預付 2 客即贈送「雪花牛板腱」，覺得頗超值。下次若有機會，會再使用EZTABLE事前訂位。,5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,生日餐,2020/2/8,第n次用餐整體上很不錯服務人員也很細心有一直來詢問是否添加飲品和隨時可以更換烤盤然後也很細心的發現人沒到期所以上菜先緩緩這點覺得真的有在關心客人的動向,5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,新莊中正店,新北市新莊區中正路425號2樓,整體服務很棒,2020/1/14,從帶位到整個用餐流程都很棒肉不小心掉了還直接幫我們換了新的還有慶祝情侶周年的服務真的很推薦來這裡用餐~,5,25.0341124,121.4442337
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,炭烤燒肉首選,2020/3/28,喜歡炭烤燒肉的質感，一樣式燒肉，炭烤就是不一樣，可惜中和景平店4/1要收掉了，希望他能在附近重新復活，能炭烤的原燒才是心目中的最好原燒,5,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,與男友週年慶祝,2020/3/24,肉質軟嫩，食材新鮮。整體氛圍我跟男友都很喜歡唷！店員服務貼心，甜點擺盤精緻。還有慶祝的照片小相框，很喜歡！之後還會選擇來用餐______,5,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,有點失望,2020/3/12,這次跟家人去聚餐，你們給我的感覺跟以前差很多，而且桌面~檯面~甚至盤子上都是灰塵，桌面也沒以前感覺，正體給我的感覺真的不像以前了。,3,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,生日慶生,2020/1/30,今年女兒的生日選在原燒慶祝，從訂位到確認都很方便仔細，一份套餐色從沙拉，湯品，附餐，到主餐店家都很完善解說提早備註有壽星，店家會幫忙準備小蛋糕，唱生日歌，還有幫拍照 整個超讚,5,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,給原燒的評價__,2020/1/17,餐點一如往常的好吃！！工作人員服務也都很到位_只是建議烤網可以在主動更換唷！每次有特別的日子，都會赴原燒吃肉，每次都很滿意！下次還會再來！,5,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,家庭聚餐,2019/12/15,這家已是我們家固定會去的地方了，服務好是重點，生日，聚餐跟結婚紀念日都幾乎在這。只是餐點沒有以往來的豐盛，例如沙拉選擇跟甜品項目，如紅豆湯以前有湯圓，現在好像只有紅豆。以前有加購餐點跟ATM合作的贈品也沒推了。很可惜。,5,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,服務好，氣氛佳,2019/11/19,服務好，氣氛佳，會隨時關心顧客的烤網是否要更換，飲料是否足夠，菜色雖然沒有太多選擇，但是品質都還不錯，還會提供小點心給壽星，讓人有物超所值的感覺，只是餐廳位置不便，家數也比較少，很可惜,4,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,舒適且愉快的晚餐,2019/11/6,"謝謝桌邊服務的人員,很親切也很貼心的照顧到我們全程的用餐,也注意到預約當天的用餐目的,這項服務一直都是都貼心的~",4,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,整體來說感覺不錯,2019/11/4,整體來說感覺不錯 ，這次跟家人聚餐也蠻開心的！工作人員服務態度也不錯時常注意飲料有沒有需要填補 價錢能再便宜一點就更好,4,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,中和景平店,新北市中和區景平路690號1樓,讓人很失望的餐廳,2019/11/3,第一次去原燒，選擇原燒主要是因為它是王品集團旗下的餐廳（王品有品牌保證），但是去過王品集團餐廳裡感覺最差的！（曾去過王品、夏慕尼、陶板屋、西堤、十二鍋、hot 7、聚）1.餐廳整體感覺太陳舊且不明亮（陰沉沉），中午用餐喔！2.餐廳的動線設計太差（烤肉碳火放入全體還要站起）3.服務也差！（服務人員少負責檯數多，手舉等半天才有...人來)4.烤盤焦了等半天才有人更換5.不適合多人用餐6.CP值低更多,3,25.0017543,121.4969896
Tripadvisor,王品,原燒 O-NIKU,北投中和店,台北市北投區中和街366號2樓,環境安靜整潔,2020/2/13,第一次去吃有讓人心情放鬆，環境安靜不吵雜，也不會有太多油煙，工作人員勤換鐵網，肉品品質也不錯，值得推薦喔!!!,4,25.1417863,121.4995017
Tripadvisor,王品,原燒 O-NIKU,北投中和店,台北市北投區中和街366號2樓,好吃，服務優,2020/2/7,吃過原燒很多次，雖然市面燒肉餐廳越來越多，但一直都很喜歡原燒。食材肉質好，服務人員也很耐心解說烤法，「燒肉蛋糕」又精美又豐盛！,5,25.1417863,121.4995017
Tripadvisor,王品,原燒 O-NIKU,北投中和店,台北市北投區中和街366號2樓,Excellent food and service,2019/12/24,Provided excellent food and surprisingly beverage also good. We enjoyed very much and we found this is a good place...更多,5,25.1417863,121.4995017
